domain,scenario,source_language,target_language,source_text,target_text,speaker,listener,difficulty,tone,tags
children_and_family,cabin,English,Turkish,We need a quiet seat for our baby.,Bebeğimiz için sessiz bir koltuk gerekiyor.,passenger,cabin_crew,A2,polite,"baby,quiet,seating"
children_and_family,cabin,English,Turkish,My child is hungry.,Çocuğum acıktı.,passenger,cabin_crew,A1,neutral,"child,hungry"
children_and_family,cabin,English,Turkish,Do you have milk for children?,Çocuklar için süt var mı?,passenger,cabin_crew,A1,polite,"children,milk"
children_and_family,cabin,English,Turkish,My baby needs to burp.,Bebeğimin gazını çıkarmam gerekiyor.,passenger,cabin_crew,A2,neutral,"baby,burp"
children_and_family,cabin,English,Turkish,Could I have a spoon for my child?,Çocuğum için bir kaşık alabilir miyim?,passenger,cabin_crew,A1,polite,"child,spoon"
children_and_family,cabin,English,Turkish,My child is drawing quietly.,Çocuğum sessizce resim çiziyor.,passenger,cabin_crew,A2,neutral,"child,quiet"
children_and_family,cabin,English,Turkish,Please watch my child for a moment.,Lütfen bir dakika çocuğuma göz kulak olun.,passenger,cabin_crew,A2,polite,"child,watch"
children_and_family,cabin,English,Turkish,My baby has a wet diaper.,Bebeğimin bezi ıslandı.,passenger,cabin_crew,A2,neutral,"baby,diaper"
children_and_family,cabin,English,Turkish,Can we change seats with another family?,Başka bir aileyle koltuk değiştirebilir miyiz?,passenger,cabin_crew,B1,polite,"family,seating"
children_and_family,cabin,English,Turkish,The baby is finally calm.,Bebek sonunda sakinleşti.,passenger,cabin_crew,A2,reassuring,"baby,calm"
children_and_family,cabin,English,Turkish,My child needs to sleep.,Çocuğumun uyuması gerekiyor.,passenger,cabin_crew,A1,neutral,"child,sleep"
children_and_family,cabin,English,Turkish,Do you have a children’s menu?,Çocuk menünüz var mı?,passenger,cabin_crew,A1,polite,"children menu,food"
children_and_family,cabin,English,Turkish,My daughter is not feeling well.,Kızımın kendini iyi hissetmiyor.,passenger,cabin_crew,A2,urgent,"daughter,health"
children_and_family,cabin,English,Turkish,She needs fresh air.,Onun temiz havaya ihtiyacı var.,passenger,cabin_crew,A2,neutral,"child,air"
children_and_family,cabin,English,Turkish,My son lost his toy plane.,Oğlum oyuncak uçağını kaybetti.,passenger,cabin_crew,A2,neutral,"toy,plane,child"
children_and_family,cabin,English,Turkish,Could you find a napkin for my baby?,Bebek için bir peçete bulabilir misiniz?,passenger,cabin_crew,A1,polite,"baby,napkin"
children_and_family,cabin,English,Turkish,Our child is very small.,Çocuğumuz çok küçük.,passenger,cabin_crew,A1,neutral,"child,small"
children_and_family,cabin,English,Turkish,My baby needs a change of clothes.,Bebeğimin kıyafet değiştirmesi gerekiyor.,passenger,cabin_crew,A2,neutral,"baby,clothes"
children_and_family,cabin,English,Turkish,Please take care when you open the door.,Lütfen kapıyı açarken dikkatli olun.,passenger,cabin_crew,A2,polite,"child,caution"
children_and_family,cabin,English,Turkish,I am carrying my baby.,Bebeğimi kucağımda taşıyorum.,passenger,cabin_crew,A1,neutral,"baby,carrying"
children_and_family,cabin,English,Turkish,We need help with our child’s luggage.,Çocuğumuzun bagajı için yardıma ihtiyacımız var.,passenger,cabin_crew,A2,polite,"child,luggage"
children_and_family,cabin,English,Turkish,My child is waiting for his snack.,Çocuğum atıştırmalığını bekliyor.,passenger,cabin_crew,A2,neutral,"child,snack"
children_and_family,cabin,English,Turkish,Can you tell me when the meal service starts?,"Yemek servisi ne zaman başlıyor, söyleyebilir misiniz?",passenger,cabin_crew,A2,polite,"meal service,children"
children_and_family,cabin,English,Turkish,My baby needs attention.,Bebeğimin ilgilenilmesi gerekiyor.,passenger,cabin_crew,A2,urgent,"baby,attention"
children_and_family,cabin,English,Turkish,Please help us keep the baby safe.,Lütfen bebeği güvende tutmamıza yardım edin.,passenger,cabin_crew,A2,polite,"baby,safety"
children_and_family,cabin,English,Turkish,My children are quiet now.,Çocuklarım şimdi sakin.,passenger,cabin_crew,A1,reassuring,"children,quiet"
children_and_family,cabin,English,Turkish,The baby is asleep in my arms.,Bebek kollarımda uyuyor.,passenger,cabin_crew,A2,neutral,"baby,sleep"
children_and_family,cabin,English,Turkish,My daughter wants some juice.,Kızım biraz meyve suyu istiyor.,passenger,cabin_crew,A1,neutral,"daughter,juice"
children_and_family,cabin,English,Turkish,Could you bring a straw for my child?,Çocuğum için bir pipet getirebilir misiniz?,passenger,cabin_crew,A2,polite,"child,straw"
children_and_family,cabin,English,Turkish,My son is very tired.,Oğlum çok yorgun.,passenger,cabin_crew,A1,neutral,"son,tired"
children_and_family,cabin,English,Turkish,Is there space for a baby carrier?,Bebek taşıyıcısı için yer var mı?,passenger,cabin_crew,A2,polite,"baby carrier,space"
children_and_family,cabin,English,Turkish,My child is sharing the seat with me.,Çocuğum benimle aynı koltuğu paylaşıyor.,passenger,cabin_crew,A2,neutral,"child,seat"
children_and_family,cabin,English,Turkish,Please do not touch my baby.,Lütfen bebeğime dokunmayın.,passenger,cabin_crew,A1,polite,"baby,boundaries"
children_and_family,cabin,English,Turkish,My daughter needs to use the toilet first.,Önce kızımın tuvaleti kullanması gerekiyor.,passenger,cabin_crew,A2,polite,"daughter,toilet"
children_and_family,cabin,English,Turkish,We are traveling with our grandparents and children.,Büyükanne ve büyükbabamızla ve çocuklarımızla seyahat ediyoruz.,passenger,cabin_crew,B1,neutral,"family,multi-generation"
children_and_family,boarding,Turkish,English,Çocuğumla birlikte öncelikli biniş yapabilir miyim?,Can I board with my child priority?,passenger,gate_agent,A1,polite,"boarding,family,priority"
children_and_family,boarding,Turkish,English,Bebek arabasını kapıda teslim etmek istiyorum.,I want to gate-check the stroller.,passenger,gate_agent,A1,neutral,"boarding,stroller,family"
children_and_family,cabin,Turkish,English,"Çocuğum biraz huzursuz, oturduğu yerden kalkmak istiyor.",My child is a little restless and wants to get up from the seat.,passenger,cabin_crew,A2,polite,"cabin,child,comfort"
children_and_family,boarding,Turkish,English,Yanımda iki küçük çocuğum var.,I have two small children with me.,passenger,gate_agent,A1,neutral,"family,children,boarding"
children_and_family,cabin,Turkish,English,Bebeğim için ekstra battaniye alabilir miyim?,Could I get an extra blanket for my baby?,passenger,cabin_crew,A1,polite,"baby,cabin,request"
children_and_family,cabin,Turkish,English,Çocuğumun emniyet kemerini kontrol eder misiniz?,Could you check my child's seat belt?,passenger,cabin_crew,A2,polite,"child,safety,cabin"
children_and_family,boarding,Turkish,English,Ailemle birlikte yan yana oturmak istiyoruz.,We would like to sit together as a family.,passenger,gate_agent,A1,polite,"family,seating,boarding"
children_and_family,cabin,Turkish,English,Çocuğum uçakta korkuyor.,My child is scared on the plane.,passenger,cabin_crew,A1,reassuring,"child,fear,cabin"
children_and_family,cabin,Turkish,English,"Bebeğim uyuyor, lütfen sessiz olur musunuz?","My baby is sleeping, could you please keep it quiet?",passenger,cabin_crew,A2,polite,"baby,sleep,quiet"
children_and_family,boarding,Turkish,English,Çocuk arabası ücretsiz mi?,Is the stroller free of charge?,passenger,gate_agent,A1,neutral,"stroller,fees,family"
children_and_family,cabin,Turkish,English,Bebeğimin maması için sıcak su alabilir miyim?,Can I get some hot water for my baby's formula?,passenger,cabin_crew,A2,polite,"baby,food,cabin"
children_and_family,cabin,Turkish,English,Çocuğumun tuvalete hemen gitmesi gerekiyor.,My child needs to go to the toilet right away.,passenger,cabin_crew,A1,urgent,"child,toilet,urgent"
children_and_family,boarding,Turkish,English,"Bebekle seyahat ediyorum, yardım eder misiniz?","I am traveling with a baby, could you help me?",passenger,airport_staff,A2,polite,"baby,help,travel"
children_and_family,cabin,Turkish,English,Küçük çocuğum için çocuk yemeği var mı?,Is there a children's meal for my little child?,passenger,cabin_crew,A1,polite,"child,meal,cabin"
children_and_family,boarding,Turkish,English,Bebek puseti kapıda alınacak mı?,Will the baby pushchair be taken at the gate?,passenger,gate_agent,A2,neutral,"baby,pushchair,boarding"
children_and_family,cabin,Turkish,English,Çocuğum emzikini kaybetti.,My child lost their pacifier.,passenger,cabin_crew,A1,neutral,"child,pacifier,cabin"
children_and_family,boarding,Turkish,English,"Ailem kalabalık, koltuklarımızı birlikte alabilir miyiz?","Our family is large, can we get seats together?",passenger,gate_agent,A2,polite,"family,seating,boarding"
children_and_family,cabin,Turkish,English,Bebeğime süt ısıtabilir misiniz?,Could you warm the milk for my baby?,passenger,cabin_crew,A1,polite,"baby,milk,cabin"
children_and_family,cabin,Turkish,English,Çocuğum pencere kenarında oturmak istiyor.,My child wants to sit by the window.,passenger,cabin_crew,A1,neutral,"child,seat,window"
children_and_family,boarding,Turkish,English,Yanımda bebek arabası ve iki çocuk var.,I have a stroller and two children with me.,passenger,gate_agent,A1,neutral,"stroller,children,boarding"
children_and_family,cabin,Turkish,English,"Çocuğum biraz ateşli, yardım edebilir misiniz?","My child has a slight fever, can you help?",passenger,cabin_crew,A2,urgent,"child,health,help"
children_and_family,boarding,Turkish,English,Bebeğim için beşik var mı?,Is there a bassinet for my baby?,passenger,gate_agent,A1,polite,"baby,bassinet,boarding"
children_and_family,cabin,Turkish,English,Çocuğumun kulakları acıyor gibi.,It seems like my child's ears hurt.,passenger,cabin_crew,A2,urgent,"child,health,cabin"
children_and_family,cabin,Turkish,English,Bebeğim için bez değiştirebileceğim yer var mı?,Is there a place where I can change my baby's diaper?,passenger,cabin_crew,A1,polite,"baby,diaper,cabin"
children_and_family,boarding,Turkish,English,Çocuklarımla biraz erken binmek istiyorum.,I want to board a little early with my children.,passenger,gate_agent,A1,polite,"children,early boarding,family"
children_and_family,cabin,Turkish,English,Çocuğumun yastığa ihtiyacı var.,My child needs a pillow.,passenger,cabin_crew,A1,neutral,"child,pillow,cabin"
children_and_family,cabin,Turkish,English,Bebeğimi emzirmem gerekiyor.,I need to breastfeed my baby.,passenger,cabin_crew,A1,neutral,"baby,breastfeeding,cabin"
children_and_family,boarding,Turkish,English,Çocuğum tek başına oturamaz.,My child cannot sit alone.,passenger,gate_agent,A2,neutral,"child,seating,family"
children_and_family,cabin,Turkish,English,Aile olarak aynı sırada oturuyor muyuz?,Are we seated in the same row as a family?,passenger,cabin_crew,A2,polite,"family,seating,cabin"
children_and_family,boarding,Turkish,English,Bebek arabasını uçağın kapısında alabilir miyim?,Can I pick up the stroller at the aircraft door?,passenger,gate_agent,A2,polite,"stroller,boarding,family"
children_and_family,cabin,Turkish,English,Çocuğumun oyuncağı koltuğun altına düştü.,My child's toy fell under the seat.,passenger,cabin_crew,A1,neutral,"child,toy,cabin"
children_and_family,cabin,Turkish,English,Bebeğim çok ağlıyor.,My baby is crying a lot.,passenger,cabin_crew,A1,urgent,"baby,crying,cabin"
children_and_family,boarding,Turkish,English,Çocuklar için oyun kartı var mı?,Is there a play card for children?,passenger,gate_agent,A2,neutral,"children,entertainment,boarding"
children_and_family,cabin,Turkish,English,Kızımın koltuğunu biraz yatırabilir miyim?,Can I recline my daughter's seat a little?,passenger,cabin_crew,A2,polite,"child,seat,cabin"
children_and_family,boarding,Turkish,English,Oğlumla birlikte yan koltuklar istiyoruz.,We want adjacent seats for my son and me.,passenger,gate_agent,A2,polite,"son,seating,family"
children_and_family,cabin,Turkish,English,Bebek maması için kaşık alabilir miyim?,Can I get a spoon for the baby food?,passenger,cabin_crew,A1,polite,"baby,food,cabin"
children_and_family,boarding,Turkish,English,"Çocuğumun kimliği bende değil, eşimde.","My child's ID is not with me, it is with my spouse.",passenger,gate_agent,A2,neutral,"child,documents,boarding"
children_and_family,cabin,Turkish,English,Bebeğim için bebek maması ısıtabilir misiniz?,Could you warm the baby food for my baby?,passenger,cabin_crew,A1,polite,"baby,food,cabin"
children_and_family,cabin,Turkish,English,"Çocuğum acıktı, bir şey yiyebilir mi?","My child is hungry, can they eat something?",passenger,cabin_crew,A1,polite,"child,food,cabin"
children_and_family,boarding,Turkish,English,Bebek için ekstra koltuk gerekiyor mu?,Is an extra seat needed for the baby?,passenger,gate_agent,A2,neutral,"baby,seat,boarding"
children_and_family,cabin,Turkish,English,Çocuğum kemerini takmak istemiyor.,My child does not want to fasten the seat belt.,passenger,cabin_crew,A1,neutral,"child,seat belt,cabin"
children_and_family,cabin,Turkish,English,Bebek bezi değiştirirken yardım eder misiniz?,Could you help me while I change the diaper?,passenger,cabin_crew,A2,polite,"baby,diaper,help"
children_and_family,boarding,Turkish,English,"Ailemde küçük çocuklar var, lütfen anlayış gösterin.","We have small children in our family, please be understanding.",passenger,gate_agent,A2,polite,"family,children,boarding"
children_and_family,cabin,Turkish,English,Çocuğumun midesi bulanıyor.,My child feels nauseous.,passenger,cabin_crew,A1,urgent,"child,health,cabin"
children_and_family,boarding,Turkish,English,Bebek arabasını kapıda alıp bana geri verir misiniz?,Could you take the stroller at the gate and return it to me?,passenger,gate_agent,A2,polite,"stroller,boarding,request"
children_and_family,cabin,Turkish,English,"Küçük oğlum korktu, onu sakinleştirmeye çalışıyorum.","My little son got scared, I am trying to calm him down.",passenger,cabin_crew,A2,reassuring,"son,fear,cabin"
children_and_family,boarding,Turkish,English,Çocuklar için emniyet kemeri uzatması var mı?,Is there a seat belt extender for children?,passenger,gate_agent,A2,neutral,"children,seat belt,boarding"
children_and_family,cabin,Turkish,English,Bebeğimin biberonu düştü.,My baby's bottle fell.,passenger,cabin_crew,A1,neutral,"baby,bottle,cabin"
children_and_family,cabin,Turkish,English,Çocuğum için başka bir koltuk minderi alabilir miyim?,Can I get another seat cushion for my child?,passenger,cabin_crew,A2,polite,"child,seat,cabin"
children_and_family,boarding,Turkish,English,"Ailemle birlikte uçuyoruz, bagajlarımızı birleştirebilir miyiz?","We are flying as a family, can we combine our luggage?",passenger,gate_agent,B1,polite,"family,luggage,boarding"
children_and_family,cabin,Turkish,English,Bebeğim için bebek maması yoksa ne yapacağım?,What should I do if there is no baby food for my baby?,passenger,cabin_crew,B1,urgent,"baby,food,cabin"
children_and_family,boarding,Turkish,English,Kızımın yanında oturmam gerekiyor.,I need to sit next to my daughter.,passenger,gate_agent,A1,polite,"daughter,seating,family"
children_and_family,cabin,Turkish,English,Oğlumun uçağı ilk kez oluyor.,It is my son's first flight.,passenger,cabin_crew,A1,neutral,"son,first flight,cabin"
children_and_family,boarding,Turkish,English,Çocuklu yolcular için ayrı sıra var mı?,Is there a separate line for passengers with children?,passenger,airport_staff,A2,neutral,"children,queue,boarding"
children_and_family,cabin,Turkish,English,Bebeğim için küçük bir yastık verebilir misiniz?,Could you give me a small pillow for my baby?,passenger,cabin_crew,A1,polite,"baby,pillow,cabin"
children_and_family,cabin,Turkish,English,"Çocuğum uyuyamadı, çok yorgun.",My child could not sleep and is very tired.,passenger,cabin_crew,A2,neutral,"child,sleep,cabin"
children_and_family,boarding,Turkish,English,Bebek arabasını bagaj olarak mı alıyorsunuz?,Do you take the stroller as baggage?,passenger,gate_agent,A2,neutral,"stroller,baggage,boarding"
children_and_family,cabin,Turkish,English,Çocuğumun elini tutmam gerekiyor.,I need to hold my child's hand.,passenger,cabin_crew,A1,neutral,"child,safety,cabin"
children_and_family,boarding,Turkish,English,Eşim ve çocuklarım benden sonra binecek.,My spouse and children will board after me.,passenger,gate_agent,A2,neutral,"spouse,children,boarding"
children_and_family,cabin,Turkish,English,Bebeğim için ıslak mendil alabilir miyim?,Can I get wet wipes for my baby?,passenger,cabin_crew,A1,polite,"baby,wipes,cabin"
children_and_family,cabin,Turkish,English,"Çocuğum şu an ağlamıyor, birazdan uyuyabilir.","My child is not crying right now, they may sleep soon.",passenger,cabin_crew,A2,reassuring,"child,sleep,cabin"
children_and_family,boarding,Turkish,English,Küçük çocuğum için güvenlik kontrolü nasıl olacak?,How will the security check work for my small child?,passenger,airport_staff,B1,neutral,"child,security,boarding"
children_and_family,cabin,Turkish,English,Bebek için su verir misiniz?,Could you give water for the baby?,passenger,cabin_crew,A1,polite,"baby,water,cabin"
children_and_family,cabin,Turkish,English,Çocuğumun koltuğu kirli görünüyor.,My child's seat looks dirty.,passenger,cabin_crew,A2,neutral,"child,seat,cabin"
children_and_family,boarding,Turkish,English,Bebekle seyahat ettiğimi kayda geçebilir misiniz?,Could you note that I am traveling with a baby?,passenger,gate_agent,B1,polite,"baby,record,boarding"
children_and_family,cabin,Turkish,English,"Kızımın kulağı tıkandı, çok ağlıyor.",My daughter's ear is blocked and she is crying a lot.,passenger,cabin_crew,B1,urgent,"daughter,health,cabin"
children_and_family,boarding,Turkish,English,Oğlumun koltuğunu pencere tarafına alabilir misiniz?,Can you move my son's seat to the window side?,passenger,gate_agent,A2,polite,"son,seat,window"
children_and_family,cabin,Turkish,English,Çocuklarım için kağıt ve kalem var mı?,Do you have paper and pencils for my children?,passenger,cabin_crew,A2,polite,"children,entertainment,cabin"
children_and_family,boarding,Turkish,English,"Ailemizde küçük bir bebek var, bu yüzden acele edemeyiz.","We have a small baby in our family, so we cannot hurry.",passenger,gate_agent,B1,polite,"family,baby,boarding"
children_and_family,cabin,Turkish,English,Bebeğimin altını değiştirmek için yer gösterir misiniz?,Could you show me where I can change my baby's diaper?,passenger,cabin_crew,A2,polite,"baby,diaper,cabin"
children_and_family,boarding,Turkish,English,Çocuğum için koltuk seçimi yapabilir miyim?,Can I choose a seat for my child?,passenger,gate_agent,A1,neutral,"child,seat selection,boarding"
children_and_family,cabin,Turkish,English,Küçük kızımın kulağına basınç yaptı.,Pressure built up in my little daughter's ears.,passenger,cabin_crew,B1,urgent,"daughter,pressure,cabin"
children_and_family,boarding,Turkish,English,Bebek arabası için etiket almalı mıyım?,Do I need a tag for the stroller?,passenger,gate_agent,A2,neutral,"stroller,tag,boarding"
children_and_family,cabin,Turkish,English,Oğlumun montunu dolaba koyabilir miyim?,Can I put my son's jacket in the wardrobe?,passenger,cabin_crew,A2,polite,"son,jacket,cabin"
children_and_family,boarding,Turkish,English,Yanımda bebek ve okul çağında bir çocuk var.,I have a baby and a school-age child with me.,passenger,gate_agent,A2,neutral,"baby,child,family"
children_and_family,cabin,Turkish,English,"Bebeğim için mama sandalyesi yok, değil mi?","There is no high chair for the baby, right?",passenger,cabin_crew,A2,neutral,"baby,high chair,cabin"
children_and_family,boarding,Turkish,English,Çocuklarla seyahat etmek zor oluyor.,Traveling with children is hard.,passenger,gate_agent,A1,neutral,"children,travel,family"
children_and_family,cabin,Turkish,English,Bebeğim için bezim bitti.,I ran out of diapers for my baby.,passenger,cabin_crew,A1,urgent,"baby,diapers,cabin"
children_and_family,cabin,Turkish,English,Çocuğum süt içmek istiyor.,My child wants to drink milk.,passenger,cabin_crew,A1,neutral,"child,milk,cabin"
children_and_family,boarding,Turkish,English,Aile binişi için sırada bekleyelim mi?,Should we wait in line for family boarding?,passenger,gate_agent,A2,neutral,"family,boarding,queue"
children_and_family,cabin,Turkish,English,"Kızım biraz rahatsız, yanınızda ilaç var mı?","My daughter is a little unwell, do you have any medicine?",passenger,cabin_crew,B1,urgent,"daughter,health,medicine"
children_and_family,boarding,Turkish,English,Çocuğumun arabasını nerede bırakacağım?,Where should I leave my child's stroller?,passenger,airport_staff,A1,neutral,"child,stroller,boarding"
children_and_family,cabin,Turkish,English,Oğlumun kulaklık takması gerekiyor.,My son needs to wear headphones.,passenger,cabin_crew,A1,neutral,"son,headphones,cabin"
children_and_family,boarding,Turkish,English,Bebeğimle birlikte ön koltuk istemiyorum.,I do not want a front seat with my baby.,passenger,gate_agent,A1,neutral,"baby,seat,boarding"
children_and_family,cabin,Turkish,English,Çocuğumun üstünü örter misiniz?,Could you cover my child with a blanket?,passenger,cabin_crew,A1,polite,"child,blanket,cabin"
children_and_family,boarding,Turkish,English,Ailemle birlikte check-in yaptık.,We checked in together as a family.,passenger,gate_agent,A1,neutral,"family,check-in,boarding"
children_and_family,cabin,Turkish,English,Bebek arabasını uçaktan inerken geri verecek misiniz?,Will you return the stroller when we get off the plane?,passenger,cabin_crew,A2,neutral,"stroller,arrival,cabin"
children_and_family,boarding,Turkish,English,Küçük çocuğum için ekstra yer isterim.,I would like extra space for my small child.,passenger,gate_agent,A2,polite,"child,space,boarding"
children_and_family,cabin,Turkish,English,Çocuğum uyandı ve ağlamaya başladı.,My child woke up and started crying.,passenger,cabin_crew,A1,urgent,"child,crying,cabin"
children_and_family,boarding,Turkish,English,Bebek için kemer uzatması var mı?,Is there a seat belt extension for the baby?,passenger,gate_agent,A2,neutral,"baby,seat belt,boarding"
children_and_family,cabin,Turkish,English,Bebeğimin küçük bir mendile ihtiyacı var.,My baby needs a small tissue.,passenger,cabin_crew,A1,polite,"baby,tissue,cabin"
children_and_family,boarding,Turkish,English,Çocukla seyahat ettiğim için biraz yavaş olabiliriz.,We may be a little slow because I am traveling with a child.,passenger,gate_agent,B1,polite,"child,travel,boarding"
children_and_family,cabin,Turkish,English,Kızımın oyuncağı sizde kaldı mı?,Did you keep my daughter's toy?,passenger,cabin_crew,A1,neutral,"daughter,toy,cabin"
children_and_family,cabin,Turkish,English,"Oğlumun suyu döküldü, temizleyebilir misiniz?","My son's water spilled, can you clean it?",passenger,cabin_crew,A2,polite,"son,water,cabin"
children_and_family,boarding,Turkish,English,"Ailece uçuyoruz, lütfen bunu not edin.","We are flying as a family, please note that.",passenger,gate_agent,A2,polite,"family,note,boarding"
children_and_family,cabin,Turkish,English,Bebek için uygun sıcaklık var mı?,Is the temperature suitable for the baby?,passenger,cabin_crew,A2,neutral,"baby,temperature,cabin"
children_and_family,boarding,Turkish,English,Çocuğumun yanında oturan kişi değişebilir mi?,Can the person sitting next to my child be changed?,passenger,gate_agent,B1,polite,"child,seat,boarding"
children_and_family,cabin,Turkish,English,Bebeğim için daha fazla peçete lazım.,I need more napkins for my baby.,passenger,cabin_crew,A1,polite,"baby,napkins,cabin"
children_and_family,boarding,Turkish,English,Çocuklarımın pasaportlarını hazırladım.,I have prepared my children's passports.,passenger,airport_staff,A1,neutral,"children,passports,boarding"
children_and_family,cabin,Turkish,English,Kızım uçakta kusabilir.,My daughter may throw up on the plane.,passenger,cabin_crew,A2,urgent,"daughter,health,cabin"
children_and_family,boarding,Turkish,English,Bebek için sağlık formu doldurmam gerekiyor mu?,Do I need to fill out a health form for the baby?,passenger,gate_agent,B1,neutral,"baby,health form,boarding"
children_and_family,cabin,Turkish,English,"Oğlum su istedi, verebilir misiniz?","My son asked for water, could you give some?",passenger,cabin_crew,A1,polite,"son,water,cabin"
children_and_family,boarding,Turkish,English,Aile olarak öncelik hakkımız var mı?,Do we have family priority?,passenger,gate_agent,A2,neutral,"family,priority,boarding"
children_and_family,cabin,Turkish,English,Bebek için küçük bir çöp poşeti verebilir misiniz?,Could you give a small trash bag for the baby?,passenger,cabin_crew,A2,polite,"baby,trash bag,cabin"
children_and_family,boarding,Turkish,English,Çocuğumun koltuğunu değiştirmek istemiyorum.,I do not want to change my child's seat.,passenger,gate_agent,A1,neutral,"child,seat,boarding"
children_and_family,cabin,Turkish,English,Küçük bebeğim için bir şeyler düşünebilir misiniz?,Could you think of something for my small baby?,passenger,cabin_crew,B1,polite,"baby,help,cabin"
children_and_family,boarding,Turkish,English,Ailemizin yanında boş koltuk var mı?,Is there an empty seat next to our family?,passenger,gate_agent,A2,neutral,"family,seating,boarding"
children_and_family,cabin,Turkish,English,Çocuğumun ayağı uyuyor olabilir.,My child's foot may be asleep.,passenger,cabin_crew,B1,neutral,"child,health,cabin"
children_and_family,boarding,Turkish,English,Bebek arabasını teslim ederken etiket kontrolü yapın.,Please check the tag when taking the stroller.,passenger,gate_agent,A2,polite,"stroller,tag,boarding"
children_and_family,cabin,Turkish,English,Bebeğim uyursa sizi çağırırım.,"If my baby falls asleep, I will call you.",passenger,cabin_crew,A1,reassuring,"baby,sleep,cabin"
children_and_family,boarding,Turkish,English,Kızımın yanında oturmak benim için önemli.,It is important for me to sit next to my daughter.,passenger,gate_agent,A2,polite,"daughter,seating,family"
children_and_family,cabin,Turkish,English,"Oğlumun oyuncağı yere düştü, alabilir misiniz?","My son's toy fell on the floor, can you pick it up?",passenger,cabin_crew,A1,polite,"son,toy,cabin"
children_and_family,boarding,Turkish,English,Ailem çocuklu olduğu için acele etmiyoruz.,We are not hurrying because our family has children.,passenger,gate_agent,B1,neutral,"family,children,boarding"
children_and_family,cabin,Turkish,English,Bebek için sıcak bir battaniye verebilir misiniz?,Could you give a warm blanket for the baby?,passenger,cabin_crew,A1,polite,"baby,blanket,cabin"
children_and_family,boarding,Turkish,English,Çocuklarım ilk kez uçuyor.,My children are flying for the first time.,passenger,gate_agent,A1,neutral,"children,first flight,boarding"
children_and_family,cabin,Turkish,English,Çocuğumun kulağına basınç eşitleyici lazım olabilir.,My child may need help equalizing ear pressure.,passenger,cabin_crew,B1,urgent,"child,pressure,cabin"
children_and_family,boarding,Turkish,English,Bebek için ekstra bagaj hakkımız var mı?,Do we have extra baggage allowance for the baby?,passenger,gate_agent,A2,neutral,"baby,baggage,boarding"
children_and_family,cabin,Turkish,English,"Kızımın midesi kötü, biraz oturması lazım.","My daughter feels sick, she needs to sit for a while.",passenger,cabin_crew,B1,urgent,"daughter,health,cabin"
children_and_family,boarding,Turkish,English,Çocuklu ailelere özel yardım var mı?,Is there special assistance for families with children?,passenger,airport_staff,A2,polite,"family,assistance,boarding"
children_and_family,cabin,Turkish,English,Bebeğimin eşyaları üst dolapta değil.,My baby's things are not in the overhead bin.,passenger,cabin_crew,A1,neutral,"baby,belongings,cabin"
children_and_family,boarding,Turkish,English,Oğlum için çocuk koltuğu ayarlandı mı?,Has a child seat been arranged for my son?,passenger,gate_agent,A2,neutral,"son,child seat,boarding"
children_and_family,cabin,Turkish,English,"Bebeğim biraz hareketli, kusura bakmayın.","My baby is a bit restless, sorry about that.",passenger,cabin_crew,A2,polite,"baby,restless,cabin"
children_and_family,boarding,Turkish,English,Kızımın adını listede kontrol edebilir misiniz?,Could you check my daughter's name on the list?,passenger,airport_staff,A2,polite,"daughter,list,boarding"
children_and_family,cabin,Turkish,English,Çocuğum için biraz meyve suyu isterim.,I would like some juice for my child.,passenger,cabin_crew,A1,polite,"child,juice,cabin"
children_and_family,boarding,Turkish,English,Bebekle seyahat etmek için ek yardım alabilir miyim?,Can I get extra help for traveling with a baby?,passenger,gate_agent,B1,polite,"baby,help,boarding"
children_and_family,cabin,Turkish,English,"Oğlumun burnu akıyor, mendil var mı?","My son has a runny nose, do you have tissues?",passenger,cabin_crew,A2,polite,"son,tissues,cabin"
children_and_family,boarding,Turkish,English,"Çocuklarımın yanına oturmam gerekiyor, lütfen.","I need to sit next to my children, please.",passenger,gate_agent,A1,polite,"children,seating,boarding"
children_and_family,cabin,Turkish,English,Bebeğime ilgi gösterdiğiniz için teşekkür ederim.,Thank you for taking care of my baby.,passenger,cabin_crew,A1,polite,"baby,thanks,cabin"
pets_and_service_animals,boarding,English,Turkish,I am traveling with my dog.,Köpeğimle seyahat ediyorum.,passenger,airport_staff,A1,neutral,"pet,travel,flight"
pets_and_service_animals,boarding,English,Turkish,My cat is in the carrier.,Kedim taşıma çantasında.,passenger,airport_staff,A1,neutral,"pet,carrier,boarding"
pets_and_service_animals,check_in,English,Turkish,This is my service dog.,Bu benim rehber köpeğim.,passenger,airport_staff,A1,neutral,"service_animal,check_in"
pets_and_service_animals,boarding,English,Turkish,Do I need to show any pet documents?,Evcil hayvan için herhangi bir belge göstermem gerekiyor mu?,passenger,airport_staff,A2,polite,"documents,pet"
pets_and_service_animals,check_in,English,Turkish,I have the health certificate for my puppy.,Yavrumun sağlık sertifikası yanımda.,passenger,airport_staff,A2,neutral,"health_certificate,puppy"
pets_and_service_animals,boarding,English,Turkish,Where should I take my dog before boarding?,Uçuş öncesi köpeğimi nereye götürmeliyim?,passenger,airport_staff,A2,polite,"boarding,dog"
pets_and_service_animals,cabin,English,Turkish,Your service dog may stay with you in the cabin.,Rehber köpeğiniz kabinde sizinle kalabilir.,airport_staff,passenger,A2,reassuring,"service_dog,cabin"
